BST8;BST_NAME;LAND;LAT;LON
80263947;TAIMERING;DEUTSCHLAND;48.917523;12.314368
80263954;SUENCHING;DEUTSCHLAND;48.884674;12.357429
80263955;STRAUBING;DEUTSCHLAND;48.877837;12.577978
80263962;RADLDORF (NIEDERBAY);DEUTSCHLAND;48.875153;12.443945
80263970;STRAUBING;DEUTSCHLAND;48.87794;12.575992
80263988;ITTLING;DEUTSCHLAND;48.884912;12.63812
80263996;STRAUBING HAFEN;DEUTSCHLAND;48.894321;12.660302
80264002;BOGEN;DEUTSCHLAND;48.910713;12.687086
80264010;BAERNDORF (B BOGEN);DEUTSCHLAND;48.914261;12.724793
80264028;HUNDERDORF;DEUTSCHLAND;48.940622;12.726888
80264036;STEINBURG (NIEDERBAYERN);DEUTSCHLAND;48.963011;12.740276
80264044;WIESPOINT;DEUTSCHLAND;;
80264051;MITTERFELS;DEUTSCHLAND;48.975963;12.680402
80264069;HASELBACH (B MITTERFELS);DEUTSCHLAND;51.069386;12.435735
80264077;HAIBACH (NIEDERBAY);DEUTSCHLAND;49.023768;12.715303
80264085;KONZELL SUED;DEUTSCHLAND;49.074123;12.713846
80264093;KONZELL-STREIFENAU;DEUTSCHLAND;49.08204;12.713846
80264101;RATTENBERG (NIEDERBAY);DEUTSCHLAND;49.091443;12.747199
80264119;ALTRANDSBERG;DEUTSCHLAND;49.120188;12.754527
80264127;UNTERVIERAU;DEUTSCHLAND;;
80264135;BOGEN OST;DEUTSCHLAND;50.111392;12.551562
80264143;DINGOLFING LEERE LAE-WAGEN;DEUTSCHLAND;48.643606;12.486019
80264150;STRASSKIRCHEN;DEUTSCHLAND;48.833986;12.723104
80264151;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80264168;STEPHANSPOSCHING;DEUTSCHLAND;48.80606;12.80467
80264176;PLATTLING;DEUTSCHLAND;48.780798;12.865399
80264184;OTZING;DEUTSCHLAND;48.763725;12.808
80264192;WALLERSDORF;DEUTSCHLAND;48.74109;12.74492
80264200;LANDAU(ISAR);DEUTSCHLAND;48.683625;12.694329
80264218;LANDAU (ISAR) SUED;DEUTSCHLAND;48.672245;12.699119
80264234;WILDTHURN;DEUTSCHLAND;48.635315;12.753573
80264242;AUFHAUSEN (B LANDAU/ISAR);DEUTSCHLAND;48.616238;12.760904
80264341;HAUNERSDORF;DEUTSCHLAND;48.619506;12.745347
80264358;SIMBACH (B LANDAU/ISAR);DEUTSCHLAND;48.602621;12.724204
80264374;ARNSTORF (NIEDERBAY);DEUTSCHLAND;48.561701;12.815354
80264390;PILSTING;DEUTSCHLAND;48.67858;12.64795
80264408;SCHWAIGEN;DEUTSCHLAND;48.665453;12.598961
80264424;DINGOLFING;DEUTSCHLAND;48.641733;12.487905
80264432;LOICHING;DEUTSCHLAND;48.640656;12.429515
80264457;WOERTH (ISAR);DEUTSCHLAND;48.625179;12.334425
80264458;DINGOLFING;DEUTSCHLAND;48.642991;12.487195
80264465;AHRAIN;DEUTSCHLAND;48.606396;12.257035
80264473;ALTHEIM (NIEDERBAY);DEUTSCHLAND;48.584006;12.19857
80264499;PANKOFEN;DEUTSCHLAND;48.799933;12.899756
80264507;DEGGENDORF HBF;DEUTSCHLAND;48.840846;12.951413
80264515;DEGGENDORF HAFEN;DEUTSCHLAND;48.826291;12.9666
80264531;SEEBACH (NIEDERBAY);DEUTSCHLAND;48.794926;13.013786
80264549;HENGERSBERG;DEUTSCHLAND;48.7722;13.0521
80264556;SCHWANENKIRCHEN;DEUTSCHLAND;48.748223;13.10615
80264564;IGGENSBACH;DEUTSCHLAND;48.730313;13.142813
80264572;SCHOELLNACH;DEUTSCHLAND;48.753897;13.177283
80264580;GUNZING;DEUTSCHLAND;48.733917;13.202073
80264598;AUSZERNZELL;DEUTSCHLAND;48.724018;13.202717
80264614;ULRICHSBERG;DEUTSCHLAND;48.773858;13.442649
80264622;GRAFLING;DEUTSCHLAND;48.894419;12.975325
80264630;GOTTESZELL;DEUTSCHLAND;48.95873;12.965055
80264648;TRIEFENRIED;DEUTSCHLAND;48.969912;13.054
80264655;REGEN;DEUTSCHLAND;48.969579;13.137666
80264656;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80264663;BETTMANNSAEGE;DEUTSCHLAND;48.99798;13.187527
80264671;ZWIESEL(BAY);DEUTSCHLAND;48.901305;13.046566
80264689;LICHTENTHAL;DEUTSCHLAND;49.00881;13.246653
80264697;ZWIESELAU;DEUTSCHLAND;49.006544;13.2787
80264705;FRAUENAU;DEUTSCHLAND;48.98877;13.301013
80264713;KLINGENBRUNN;DEUTSCHLAND;48.943517;13.337126
80264721;SPIEGELAU;DEUTSCHLAND;48.917694;13.359319
80264739;GROSSARMSCHLAG;DEUTSCHLAND;48.885875;13.37752
80264747;GRAFENAU;DEUTSCHLAND;48.856633;13.393559
80264754;ROSENAU (B GRAFENAU);DEUTSCHLAND;48.874157;13.4101
80264762;AUSSENRIED;DEUTSCHLAND;49.016159;13.182507
80264770;LANGDORF;DEUTSCHLAND;49.020807;13.161032
80264788;BOEHMHOF;DEUTSCHLAND;49.052676;13.111638
80264796;BODENMAIS;DEUTSCHLAND;49.070437;13.101426
80264812;LUDWIGSTHAL;DEUTSCHLAND;49.066;13.23451
80264820;BAYERISCH EISENSTEIN;DEUTSCHLAND;49.121522;13.208106
80264846;LANGENISARHOFEN;DEUTSCHLAND;48.736922;12.962694
80264853;OSTERHOFEN (NIEDERBAY);DEUTSCHLAND;48.696522;13.019918
80264854;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80264861;GIRCHING;DEUTSCHLAND;48.663431;13.073636
80264879;PLEINTING;DEUTSCHLAND;48.65961;13.120032
80264887;VILSHOFEN(NIEDERBAY);DEUTSCHLAND;48.631011;13.187312
80264911;PASSAU-INNSTADT BRAUEREI;DEUTSCHLAND;48.56772;13.474851
80264929;ALDERSBACH;DEUTSCHLAND;48.590001;13.088691
80264937;AIDENBACH;DEUTSCHLAND;48.568248;13.085464
80264978;NEUSTIFT-BLINDHAM;DEUTSCHLAND;48.5843;13.201332
80264986;MATTING AUSWEICHE;DEUTSCHLAND;48.961275;11.989938
80264994;LANDSHUT(BAY)HBF UBF;DEUTSCHLAND;48.5479;12.13733
80265000;PASSAU HBF;DEUTSCHLAND;48.574389;13.451622
80265009;ORTENBURG (NIEDERBAY);DEUTSCHLAND;48.536372;13.230195
80265017;HOF-NEUHOF ZAPF;DEUTSCHLAND;50.3254;11.8876
80265025;SANDBACH (NIEDERBAY);DEUTSCHLAND;48.605068;13.267173
80265033;SEESTETTEN;DEUTSCHLAND;48.60727;13.298052
80265041;SCHALDING;DEUTSCHLAND;48.597622;13.369789
80265042;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265058;HEINING;DEUTSCHLAND;48.591784;13.386352
80265066;PASSAU HBF;DEUTSCHLAND;48.57469;13.45243
80265067;PASSAU HBF;DEUTSCHLAND;48.574389;13.451622
80265074;PASSAU HBF;DEUTSCHLAND;48.574697;13.45163
80265075;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265082;PASSAU HAFEN;DEUTSCHLAND;48.55884;13.621025
80265083;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265090;DEGGENDORF WERFT 2;DEUTSCHLAND;48.828978;12.957033
80265108;NEUSTIFT (B PASSAU);DEUTSCHLAND;48.5683;13.394372
80265116;PFENNINGBACH;DEUTSCHLAND;48.532573;13.381376
80265124;NEUKIRCHEN (INN);DEUTSCHLAND;48.51852;13.37179
80265132;FUERSTENZELL;DEUTSCHLAND;48.51428;13.333939
80265140;BAD HOEHENSTADT;DEUTSCHLAND;48.49538;13.323027
80265157;ENGERTSHAM;DEUTSCHLAND;48.47487;13.359879
80265165;SULZBACH (INN);DEUTSCHLAND;48.4565;13.38358
80265173;RUHSTORF;DEUTSCHLAND;48.43469;13.335133
80265181;POCKING;DEUTSCHLAND;48.406147;13.313943
80265182;POCKING;DEUTSCHLAND;48.399364;13.312919
80265199;KUEHNHAM;DEUTSCHLAND;48.402511;13.247742
80265207;KARPFHAM;DEUTSCHLAND;48.40874;13.18896
80265208;POCKING;DEUTSCHLAND;48.399364;13.312919
80265215;BAYERBACH;DEUTSCHLAND;48.4158;13.135054
80265223;;DEUTSCHLAND;;
80265231;BAD BIRNBACH;DEUTSCHLAND;48.43409;13.07565
80265249;ANZENKIRCHEN;DEUTSCHLAND;48.434686;13.02307
80265256;DEGGENDORF WERFT 1 UND 3;DEUTSCHLAND;48.82819;12.961418
80265272;PASSAU-ROSENAU;DEUTSCHLAND;48.571765;13.48125
80265273;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265280;GRUBWEG;DEUTSCHLAND;48.586642;13.5007
80265281;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265306;ERLAU(B PASSAU);DEUTSCHLAND;48.56464;13.579415
80265307;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265314;OBERNZELL;DEUTSCHLAND;48.557809;13.632255
80265315;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265355;WAIDHAUS WOLF;DEUTSCHLAND;49.64173;12.496264
80265371;WEIHERHAMMER MANDT;DEUTSCHLAND;48.995909;8.421968
80265380;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265389;SCHAIBING;DEUTSCHLAND;48.59719;13.58468
80265413;HAUZENBERG;DEUTSCHLAND;48.646655;13.628307
80265414;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265447;TIEFENBACH(B PASSAU);DEUTSCHLAND;48.623983;13.42301
80265448;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265454;FISCHHAUS;DEUTSCHLAND;48.655127;13.440455
80265462;KALTENECK;DEUTSCHLAND;48.390996;12.782859
80265488;TITTLING MARKT;DEUTSCHLAND;48.727317;13.380814
80265489;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265496;TITTLING WEST;DEUTSCHLAND;48.726011;13.380174
80265512;FUERSTENSTEIN;DEUTSCHLAND;48.718738;13.331486
80265520;NAMMERING;DEUTSCHLAND;48.70446;13.309441
80265538;EGING;DEUTSCHLAND;48.714579;13.273997
80265539;DEGGENDORF HBF;DEUTSCHLAND;48.840626;12.954468
80265546;WEIDEN (OBERPF) BAUSCHER-MANDT;DEUTSCHLAND;49.682015;12.064457
80265553;FUERSTENECK;DEUTSCHLAND;48.718712;13.470671
80265561;NEUHAUSMUEHLE;DEUTSCHLAND;;
80265570;PASSAU HBF;DEUTSCHLAND;48.574389;13.451622
80265579;ROEHRNBACH;DEUTSCHLAND;48.737356;13.526262
80265587;WALDKIRCHEN (NIEDERBAY);DEUTSCHLAND;48.733633;13.604715
80265588;PASSAU HBF;DEUTSCHLAND;48.574389;13.451622
80265595;HOF VOGTL BAUMWOLLSPINNEREI;DEUTSCHLAND;50.321183;11.906716
80265603;TIRSCHENREUTH SCHMELITZHOEHE;DEUTSCHLAND;49.881716;12.330344
80265611;JANDELSBRUNN;DEUTSCHLAND;48.732011;13.691094
80265612;PASSAU HBF;DEUTSCHLAND;48.574389;13.451622
80265629;STULLN-NABBURG;DEUTSCHLAND;49.425959;12.167269
80265686;KARLSBACH (NIEDERBAY);DEUTSCHLAND;48.765526;13.583866
80265694;FREYUNG;DEUTSCHLAND;48.80441;13.548413
80265695;PLATTLING;DEUTSCHLAND;48.780614;12.867134
80265702;MAYERSAEGE;DEUTSCHLAND;48.750316;13.614729
80265710;GRILLABERG;DEUTSCHLAND;48.790052;13.567314
80265728;SCHOENBURG;DEUTSCHLAND;51.159919;11.86923
80265736;TUTTING;DEUTSCHLAND;48.347837;13.248566
80265737;POCKING;DEUTSCHLAND;48.399364;13.312919
80265744;ROTTHALMUENSTER;DEUTSCHLAND;48.359128;13.206004
80265745;MUEHLDORF(OBERBAY);DEUTSCHLAND;48.247436;12.521526
80265751;AMBERG STOELLGER;DEUTSCHLAND;49.495698;11.917184
80265801;MILTACH STEININDUSTRIE;DEUTSCHLAND;49.162232;12.769005
80265819;MARXGRUEN STOERRLE;DEUTSCHLAND;50.362607;11.684775
80265827;HOF-NEUHOF SPINNEREI;DEUTSCHLAND;50.313539;11.912781
80265868;VILSECK LAGER;DEUTSCHLAND;49.638181;11.803898
80265869;WEIDEN(OBERPF);DEUTSCHLAND;49.672942;12.152196
80266072;CNL BERLIN;DEUTSCHLAND;52.520007;13.404954
80266114;WIESAU (OBERPF) GRB;DEUTSCHLAND;49.909379;12.187648
80266122;HOF HBF STADT 1;DEUTSCHLAND;50.34983;11.918071
80266148;AMBERG FLASCHENLAGER;DEUTSCHLAND;49.44032;11.863345
80266155;AMBERG KAOLIN 1;DEUTSCHLAND;49.543745;11.957429
80266163;AMBERG KAOLIN 2;DEUTSCHLAND;49.54524;11.99084
80266171;DEGGENDORF HBF AZET;DEUTSCHLAND;48.840852;12.957479
80266189;NAILA BAYWA;DEUTSCHLAND;50.329425;11.702182
80266197;WUNSIEDEL BRUCHNER;DEUTSCHLAND;50.004329;12.069237
80266205;STRAUBING CARNUTH;DEUTSCHLAND;48.877733;12.580154
80266221;MAXHUETTE-HAIDHOF DIDIER-WERKE;DEUTSCHLAND;49.209893;12.092494
80266239;AMBERG DORFNER;DEUTSCHLAND;49.542651;11.983312
80266270;PASSAU GR ZB SZENTGH;DEUTSCHLAND;48.567341;13.446523
80266288;ANSBACH;DEUTSCHLAND;49.299743;10.575461
80266320;;DEUTSCHLAND;;
80266437;CNL DRESDEN;DEUTSCHLAND;51.050409;13.737262
80266544;NL ERFURT;DEUTSCHLAND;50.984768;11.02988
80266650;CNL HALLE;DEUTSCHLAND;;
80266651;;DEUTSCHLAND;;
80266680;;DEUTSCHLAND;;
80266767;;DEUTSCHLAND;;
80266874;;DEUTSCHLAND;;
80266908;WEIDEN BAYERNWERK;DEUTSCHLAND;49.633412;12.114678
80266916;FREIHUNG PORPHYRWERKE;DEUTSCHLAND;49.632088;11.887041
80266924;VILSECK FREIHUNGSAND;DEUTSCHLAND;49.634422;11.870491
80266932;HENGERSBERG FRUECHTE;DEUTSCHLAND;48.770333;13.05542
80266940;NEUSTADT (WALDNAAB) GLASWAREN;DEUTSCHLAND;49.732096;12.178127
80266965;WEIDEN (OBERPF) GOLLWITZER;DEUTSCHLAND;49.6518;12.1441
80266973;WEIDEN (OBERPF) WITT;DEUTSCHLAND;49.673979;12.156596
80266981;EGING HEICO;DEUTSCHLAND;48.714827;13.266523
80266999;SPIEGELAU HACKINGER;DEUTSCHLAND;48.914162;13.356856
80267005;REGENSBURG HAFENBRUECKE;DEUTSCHLAND;49.016639;12.134048
80267021;PASSAU HUBER;DEUTSCHLAND;48.405478;13.397526
80267047;AMBERG HUBER;DEUTSCHLAND;49.538136;11.808589
80267054;NAILA KALKWERK;DEUTSCHLAND;50.329425;11.702182
80267062;NEUSTADT (WALDNAAB) KRAUS;DEUTSCHLAND;49.719353;12.160968
80267070;CHAM (OBERPF) KUNSTSTOFFWERK;DEUTSCHLAND;49.237399;12.646923
80267088;WIESAU (OBERPF) LAGEREIBETRIEBE;DEUTSCHLAND;49.909379;12.187648
80267096;AMBERG LAGERHAUS SM;DEUTSCHLAND;49.44032;11.863345
80267138;BODENWOEHR NORD LEHMER;DEUTSCHLAND;49.271307;12.306435
80267146;AMBERG LAGERHAUS SB;DEUTSCHLAND;49.464111;11.8512
80267153;MAINSHOF;DEUTSCHLAND;;
80267161;WUNSIEDEL MANDT;DEUTSCHLAND;50.039909;12.003931
80267187;MILTACH QUARZITWERK;DEUTSCHLAND;49.162232;12.769005
80267195;HOLENBRUNN RETSCH;DEUTSCHLAND;;
80267203;WUNSIEDEL RISSE;DEUTSCHLAND;50.039909;12.003931
80267211;NL SCHWERN;DEUTSCHLAND;52.228098;5.951513
80267302;DEGGENDORF HAFEN UBF;DEUTSCHLAND;48.810736;12.911355
80267310;MARKTREDWITZ UBF;DEUTSCHLAND;50.005323;12.082437
80267328;REGENSBURG OST SC;DEUTSCHLAND;49.012548;12.105501
80267882;;DEUTSCHLAND;;
80270025;HERRNBURG;DEUTSCHLAND;53.837692;10.75985
80270033;LUEDERSDORF (MECKL);DEUTSCHLAND;53.832925;10.815216
80270041;SCHOENBERG (MECKL);DEUTSCHLAND;53.853416;10.928541
80270058;MENZENDORF;DEUTSCHLAND;53.848095;11.01288
80270066;GRIEBEN (MECKL);DEUTSCHLAND;53.85129;11.06871
80270074;GREVESMIEHLEN;DEUTSCHLAND;53.85925;11.190693
80270082;GOSTORF;DEUTSCHLAND;53.880172;11.134549
80270090;MOOR;DEUTSCHLAND;53.490985;11.280787
80270116;REPPENHAGEN;DEUTSCHLAND;53.935684;11.119451
80270124;STELLSHAGEN;DEUTSCHLAND;53.94739;11.12193
80270132;KLUETZ (MECKL);DEUTSCHLAND;53.96544;11.164593
80270140;PLUESCHOW;DEUTSCHLAND;53.837082;11.28495
80270157;BOBITZ;DEUTSCHLAND;53.804594;11.36284
80270158;BAD KLEINEN;DEUTSCHLAND;53.769775;11.469697
80270165;BAD KLEINEN;DEUTSCHLAND;53.76898;11.467535
80270173;VENTSCHOW;DEUTSCHLAND;53.78717;11.579988
80270181;BLANKENBERG (MECKL);DEUTSCHLAND;53.772782;11.715579
80270199;WARNOW (MECKL);DEUTSCHLAND;53.79023;11.871917
80270207;ZERNIN;DEUTSCHLAND;53.800023;11.925101
80270215;BUETZOW;DEUTSCHLAND;53.83855;11.999058
80270223;SCHWIESOWER FORST;DEUTSCHLAND;53.831767;12.088867
80270231;GUESTROW;DEUTSCHLAND;53.803155;12.189538
80270249;GUESTROW GBF;DEUTSCHLAND;53.805163;12.176749
80270256;PRIEMERBURG;DEUTSCHLAND;53.796039;12.225206
80270257;ROSTOCK SEEHAFEN;DEUTSCHLAND;54.111626;12.155676
80270264;PRIEMERWALD SUED;DEUTSCHLAND;53.7953;12.1768
80270272;DEVWINKEL;DEUTSCHLAND;52.588586;11.874221
80270280;LALENDORF;DEUTSCHLAND;53.757109;12.3869
80270298;NEU WOKERN;DEUTSCHLAND;53.7613;12.500901
80270306;TETEROW;DEUTSCHLAND;53.76971;12.57987
80270314;HOHEN MISTORF;DEUTSCHLAND;53.773043;12.665501
80270322;TETEROW SEE;DEUTSCHLAND;53.672049;12.883
80270330;THUERKOW;DEUTSCHLAND;53.952783;12.381762
80270348;SCHWETZIN;DEUTSCHLAND;53.858604;12.564807
80270355;GROSS WUESTENFELDE;DEUTSCHLAND;53.874212;12.549718
80270356;NEUBRANDENBURG;DEUTSCHLAND;53.568215;13.233213
80270363;SCHROEDERSHOF;DEUTSCHLAND;53.891316;12.584375
80270371;POGGELOW;DEUTSCHLAND;53.99494;12.404644
80270389;KLEIN LUNOW;DEUTSCHLAND;53.752185;12.908263
80270397;DOELITZ;DEUTSCHLAND;52.622899;12.53648
80270405;GNOIEN;DEUTSCHLAND;53.96811;12.702276
80270413;GREVESMUEHLEN INDUSTRIEGELAENDE;DEUTSCHLAND;53.859639;11.188357
80270439;GRABOWHOEFE;DEUTSCHLAND;53.571642;12.59895
80270447;SOPHIENHOF;DEUTSCHLAND;53.6018;12.532907
80270454;VOLLRATHSRUHE;DEUTSCHLAND;53.645049;12.495735
80270455;ROSTOCK SEEHAFEN;DEUTSCHLAND;54.111626;12.155676
80270462;LANGHAGEN;DEUTSCHLAND;53.682945;12.426036
80270470;RIEKDAHL;DEUTSCHLAND;54.08974;12.1794
80270488;LALENDORF OST;DEUTSCHLAND;53.74686;12.3965
80270496;KRONSKAMP;DEUTSCHLAND;53.933672;12.314811
80270512;PRIEMERWALD OST;DEUTSCHLAND;53.796346;12.244915
80270520;LIESSOW;DEUTSCHLAND;53.982616;12.271036
80270538;GLASEWITZ;DEUTSCHLAND;53.816295;12.276201
80270546;MIERENDORF;DEUTSCHLAND;53.82913;12.32529
80270553;PLAAZ;DEUTSCHLAND;53.84185;12.33966
80270561;SUBZIN-LIESSOW;DEUTSCHLAND;53.87824;12.352157
80270579;LAAGE(MECKL);DEUTSCHLAND;53.921195;12.339753
80270587;SCHARSTORF;DEUTSCHLAND;53.97137;12.245822
80270595;KAVELSTORF(ROSTOCK);DEUTSCHLAND;54.010733;12.19892
80270603;NEUROGGENTIN;DEUTSCHLAND;54.073369;12.204506
80270611;ROSTOCK SEEHAFEN;DEUTSCHLAND;54.11933;12.158728
80270629;ROSTOCK SEEHAFEN SUED;DEUTSCHLAND;54.110486;12.132159
80270637;RIBNITZ-DAMGARTEN OST;DEUTSCHLAND;54.250989;12.487313
80270645;RIBNITZ-DAMGARTEN WEST;DEUTSCHLAND;54.24093;12.4384
80270652;ALTHEIDE (MECKL);DEUTSCHLAND;54.218925;12.36055
80270660;GELBENSANDE;DEUTSCHLAND;54.198728;12.30475
80270678;SCHWARZENPFOST;DEUTSCHLAND;54.186982;12.275594
80270686;ROEVERSHAGEN;DEUTSCHLAND;54.175777;12.246618
80270694;HINRICHSHAGEN;DEUTSCHLAND;54.194772;12.227516
80270702;ROSTOCK GEORG SCHNEISE;DEUTSCHLAND;54.210569;12.224222
80270710;ROSTOCK-TORFBRUECKE;DEUTSCHLAND;54.241814;12.22843
80270728;GRAAL-MUERITZ;DEUTSCHLAND;54.246393;12.245626
80270736;MOENCHHAGEN;DEUTSCHLAND;54.14524;12.22523
80270744;BENTWISCH;DEUTSCHLAND;54.115978;12.20508
80270751;ROSTOCK-KASSEBOHM;DEUTSCHLAND;54.079494;12.163149
80270769;WARNOWBRUECKE OST;DEUTSCHLAND;54.078098;12.15553
80270777;ROSTOCK HAFEN;DEUTSCHLAND;54.110526;12.134686
80270785;ROSTOCK KASSEBOHM;DEUTSCHLAND;54.077784;12.180644
80270793;ROSTOCK WARNOWBRUECKE WEST;DEUTSCHLAND;54.0755;12.1457
80270801;LUESSOW (MECKL);DEUTSCHLAND;53.843759;12.13786
80270819;MISTORF;DEUTSCHLAND;53.88207;12.123126
80270835;KASSOW;DEUTSCHLAND;53.880682;12.071892
80270843;SCHWAAN;DEUTSCHLAND;53.94094;12.11164
80270850;HUCKSTORF;DEUTSCHLAND;53.98528;12.116048
80270868;POELCHOW;DEUTSCHLAND;54.011014;12.121214
80270876;PAPENDORF HP;DEUTSCHLAND;54.036596;12.137331
80270884;DALWITZHOF;DEUTSCHLAND;54.065069;12.148171
80270892;ROSTOCK HBF;DEUTSCHLAND;54.080231;12.132864
80270918;ROSTOCK GBF;DEUTSCHLAND;54.08581;12.14623
80270926;ROSTOCK PARKSTRASSE;DEUTSCHLAND;54.0867;12.107971
80270934;ROSTOCK-BRAMOW;DEUTSCHLAND;54.103;12.0893
80270942;ROSTOCK-MARIENEHE;DEUTSCHLAND;54.112291;12.079569
80270959;LICHTENHAGEN;DEUTSCHLAND;54.15356;12.070904
80270967;WARNEMUENDE WERFT;DEUTSCHLAND;54.170763;12.086797
80270975;WARNEMUENDE GBF;DEUTSCHLAND;54.170526;12.082332
80270983;WARNEMUENDE;DEUTSCHLAND;54.175675;12.091512
80270991;ROSTOCK-EVERSHAGEN;DEUTSCHLAND;54.123561;12.068566
80271007;ROSTOCK-LUETTEN KLEIN;DEUTSCHLAND;54.140135;12.0649
80271023;ROSTOCK HOLBEINPLATZ;DEUTSCHLAND;54.093722;12.099081
80271031;ROGGENTIN;DEUTSCHLAND;54.071707;12.2076
80271049;BRODERSTORF;DEUTSCHLAND;54.08109;12.263145
80271056;TESCHENDORF (MECKL);DEUTSCHLAND;53.766441;12.826174
80271064;GROSS LUESEWITZ;DEUTSCHLAND;54.073409;12.338868
80271072;SANITZ(KR ROSTOCK);DEUTSCHLAND;54.076606;12.376738
80271080;HORST MECKLENBURG;DEUTSCHLAND;;
80271098;TESSIN;DEUTSCHLAND;54.032721;12.46159
80271130;LEHMBERG;DEUTSCHLAND;51.367001;11.096848
80271148;HORNSTORF;DEUTSCHLAND;53.910364;11.538552
80271155;KALSOW;DEUTSCHLAND;53.925588;11.579358
80271163;STEINHAUSEN-NEUBURG;DEUTSCHLAND;53.943322;11.5979
80271171;HAGEBOEK;DEUTSCHLAND;53.959858;11.615341
80271189;TESCHOW;DEUTSCHLAND;53.99417;11.6391
80271197;NEUBUKOW;DEUTSCHLAND;54.03293;11.678508
80271205;SANDHAGEN (B BAD DOBERAN);DEUTSCHLAND;54.0549;11.740975
80271213;KROEPELIN;DEUTSCHLAND;54.07056;11.7936
80271221;REDDELICH;DEUTSCHLAND;54.08682;11.849843
80271239;BAD DOBERAN;DEUTSCHLAND;54.1017;11.90575
80271247;ALTHOF;DEUTSCHLAND;54.090037;11.924327
80271254;PARKENTIN;DEUTSCHLAND;54.082014;11.978973
80271255;ROSTOCK SEEHAFEN;DEUTSCHLAND;54.111626;12.155676
80271262;GROSS SCHWASS;DEUTSCHLAND;54.079604;12.048825
80271270;WARKSTORF;DEUTSCHLAND;53.898697;11.592203
80271288;NEUKLOSTER (MECKL);DEUTSCHLAND;53.864339;11.677202
80271296;NEUMUEHLER FORST;DEUTSCHLAND;51.544826;6.801504
80271304;WARIN;DEUTSCHLAND;53.801366;11.710807
80271320;BRUEEN(MECKL);DEUTSCHLAND;53.7428;11.71889
80271338;WEITENDORF (B BRUEEL);DEUTSCHLAND;53.72087;11.75881
80271346;STERNBERG(MECKL);DEUTSCHLAND;53.712901;11.819467
80271353;DABEL;DEUTSCHLAND;53.66912;11.896389
80271354;BAD KLEINEN;DEUTSCHLAND;53.769775;11.469697
80271361;BORKOW;DEUTSCHLAND;53.66278;11.94417
80271379;BELOW;DEUTSCHLAND;53.614585;11.999874
80271387;ZIDDERICH;DEUTSCHLAND;53.601768;12.020208
80271395;GOLDBERG(MECKL);DEUTSCHLAND;53.58791;12.08692
80271403;WENDISCH WAREN;DEUTSCHLAND;53.574536;12.129732
80271411;DAMEROW;DEUTSCHLAND;53.499415;13.087283
80271429;DAMEROWER FORST;DEUTSCHLAND;53.55;12.233333
80271460;WUSTERHAUSEN (DOSSE);DEUTSCHLAND;52.8875;12.45864
80271478;KYRITZ;DEUTSCHLAND;52.943229;12.39269
80271486;WUTIKE;DEUTSCHLAND;53.00611;12.35453
80271494;ROSENWINKEL;DEUTSCHLAND;53.040105;12.3449
80271502;BLUMENTHAL(MARK);DEUTSCHLAND;53.077442;12.334596
80271510;BOELZKE;DEUTSCHLAND;53.10942;12.27062
80271528;SARNOW;DEUTSCHLAND;53.118985;12.231515
80271536;PRITZWALK;DEUTSCHLAND;53.145828;12.181918
80271544;FALKENHAGEN(PRIGN);DEUTSCHLAND;53.175678;12.2145
80271551;BRUEGGE (PRIGN);DEUTSCHLAND;53.716076;11.151176
80271569;MEYENBURG;DEUTSCHLAND;53.312734;12.242381
80271585;WENDISCH PRIBORN;DEUTSCHLAND;53.339565;12.266094
80271593;GANZLIN;DEUTSCHLAND;53.38365;12.248
80271601;ALTENHOF (MECKL);DEUTSCHLAND;53.76898;11.467383
80271627;PLAU AM SEE-APPELBURG;DEUTSCHLAND;53.433479;12.278224
80271635;ROEBEL(MECKL);DEUTSCHLAND;53.76898;11.467383
80271643;SILBERMUEHLE;DEUTSCHLAND;53.422558;12.260643
80271650;PLAU AM SEE;DEUTSCHLAND;53.461853;12.259845
80271651;BAD KLEINEN;DEUTSCHLAND;53.769775;11.469697
80271668;KAROW(MECKL);DEUTSCHLAND;53.599131;12.069689
80271676;GLAVE;DEUTSCHLAND;53.59764;12.25741
80271684;BOSSOW;DEUTSCHLAND;53.614921;12.24286
80271692;KRAKOW AM SEE(MECKL);DEUTSCHLAND;53.65275;12.26667
80271718;MARIENHOF;DEUTSCHLAND;53.67335;12.25341
80271726;KLEIN GRABOW;DEUTSCHLAND;53.704725;12.252176
80271734;HOPPENRADE (MECKL);DEUTSCHLAND;53.730666;12.272097
80271742;KLUESZ;DEUTSCHLAND;54.26867;10.768048
