BST8;BST_NAME;LAND;LAT;LON
71206011;COSMOS;SPANIEN;36.677311;-6.024542
71206037;;SPANIEN;;
71210013;BETANZOS CIDADE;SPANIEN;43.27843;-8.213123
71210021;;SPANIEN;;
71210047;PONTEDEUME;SPANIEN;43.407448;-8.169909
71210096;NEDA;SPANIEN;43.499422;-8.157904
71210104;EL FERROL;SPANIEN;43.500847;-8.276002
71210112;EL FERROL-PUERTO;SPANIEN;43.489646;-8.219345
71210120;;SPANIEN;;
71220012;;SPANIEN;;
71220038;;SPANIEN;;
71220053;;SPANIEN;;
71220061;;SPANIEN;;
71221002;OURENSE;SPANIEN;42.335789;-7.863881
71221010;;SPANIEN;;
71221028;RIBADAVIA;SPANIEN;42.288847;-8.142049
71221036;;SPANIEN;;
71221044;;SPANIEN;;
71221069;;SPANIEN;;
71221085;;SPANIEN;;
71221093;;SPANIEN;;
71221119;OURENSE-EMPALME E.C.;SPANIEN;42.335789;-7.863881
71221127;OURENSE (CONT);SPANIEN;42.335789;-7.863881
71222000;GUILLAREY;SPANIEN;42.07321;-8.627039
71222018;PORRINO;SPANIEN;42.160846;-8.617729
71222026;;SPANIEN;;
71222034;AS GADARAS;SPANIEN;41.452294;-5.610317
71223008;REDONDELA DE GALICIA;SPANIEN;42.284;-8.597189
71223016;;SPANIEN;;
71223024;CHAPELA;SPANIEN;42.267505;-8.670481
71223032;VIGO;SPANIEN;42.240599;-8.720727
71223040;;SPANIEN;;
71223057;VIGO-PUERTO;SPANIEN;42.240599;-8.720727
71223065;;SPANIEN;;
71223073;;SPANIEN;;
71223081;VIGO-GUIXAR;SPANIEN;42.236633;-8.709622
71223099;VIGO-GUIXAR;SPANIEN;42.226232;-8.712199
71223198;;SPANIEN;;
71224014;TUI;SPANIEN;42.049155;-8.64661
71224022;;SPANIEN;;
71230029;ARCADE;SPANIEN;56.14992;10.209968
71230037;PORTO MARIN;SPANIEN;43.567793;-7.25499
71230045;PONTEVEDRA;SPANIEN;42.429885;-8.64462
71230052;;SPANIEN;;
71230060;PORTAS;SPANIEN;42.570011;-8.665559
71230086;VILLAGARCIA DE AROSA;SPANIEN;42.595351;-8.765908
71230094;;SPANIEN;;
71230102;PONTECESURES;SPANIEN;42.717848;-8.651707
71230110;PADRON;SPANIEN;42.738117;-8.660773
71230128;ESCLAVITUD;SPANIEN;37.045728;-5.616596
71230169;;SPANIEN;;
71245985;;SPANIEN;;
71300004;;SPANIEN;;
71300020;PLASENCIA;SPANIEN;40.042095;-6.083807
71300046;;SPANIEN;;
71300061;;SPANIEN;;
71300079;;SPANIEN;;
71300095;;SPANIEN;;
71300111;;SPANIEN;;
71300145;;SPANIEN;;
71300160;;SPANIEN;;
71300186;;SPANIEN;;
71300202;;SPANIEN;;
71300236;;SPANIEN;;
71301002;SALAMANCA;SPANIEN;40.970104;-5.66354
71301010;VALDUNCIEL;SPANIEN;41.085611;-5.672748
71301028;;SPANIEN;;
71301044;;SPANIEN;;
71301051;;SPANIEN;;
71301077;;SPANIEN;;
71301085;SALAMANCA (E.C.);SPANIEN;40.970104;-5.66354
71301093;;SPANIEN;;
71302000;ZAMORA;SPANIEN;41.503471;-5.746788
71302034;;SPANIEN;;
71302042;;SPANIEN;;
71302059;;SPANIEN;;
71302075;;SPANIEN;;
71302083;;SPANIEN;;
71302091;BENAVENTE;SPANIEN;42.002884;-5.678469
71302125;;SPANIEN;;
71302141;;SPANIEN;;
71302166;LA BANEZA;SPANIEN;42.299821;-5.897596
71302190;VALDERREY;SPANIEN;42.39365;-6.022267
71310029;NAVA DES REY;SPANIEN;41.330561;-5.081993
71310037;;SPANIEN;;
71310045;;SPANIEN;;
71310060;TORO;SPANIEN;41.527442;-5.391338
71310078;MONTE LA REINA;SPANIEN;40.7026;-3.428652
71310094;;SPANIEN;;
71310102;;SPANIEN;;
71311043;;SPANIEN;;
71311084;;SPANIEN;;
71311118;;SPANIEN;;
71311126;;SPANIEN;;
71312009;PUEBLA DE SANABRIA;SPANIEN;42.054377;-6.634927
71312017;;SPANIEN;;
71312025;;SPANIEN;;
71312033;;SPANIEN;;
71312041;;SPANIEN;;
71312058;;SPANIEN;;
71312066;;SPANIEN;;
71312074;;SPANIEN;;
71312082;;SPANIEN;;
71312090;;SPANIEN;;
71312108;;SPANIEN;;
71312116;;SPANIEN;;
71312132;;SPANIEN;;
71312140;TABOADELA;SPANIEN;42.241017;-7.825687
71313015;;SPANIEN;;
71313049;CARBALLINO;SPANIEN;42.431655;-8.077509
71313064;;SPANIEN;;
71313080;LALIN;SPANIEN;42.661151;-8.111026
71313098;;SPANIEN;;
71313114;;SPANIEN;;
71313122;;SPANIEN;;
71313130;LA SUSANA;SPANIEN;42.82627;-8.488585
71313148;CANTERA DE CAMPOMA;SPANIEN;37.376484;-6.048829
71314005;SANTIAGO DE COMPOSTE;SPANIEN;42.878213;-8.544845
71314013;;SPANIEN;;
71314021;;SPANIEN;;
71314047;ORDENES-PONTRAGA;SPANIEN;43.052802;-8.45047
71314054;;SPANIEN;;
71314062;;SPANIEN;;
71314096;MEIRAMA;SPANIEN;43.208479;-8.437609
71314112;UXES;SPANIEN;43.300288;-8.449173
71314120;LA CORUNA;SPANIEN;43.362344;-8.41154
71314138;SANTIAGO DE COMP CON;SPANIEN;42.878213;-8.544845
71314146;;SPANIEN;;
71314211;SOCIEDADE GALEGA DO MEDIO AMBIENTE¤;SPANIEN;;
71320010;;SPANIEN;;
71320028;;SPANIEN;;
71320036;;SPANIEN;;
71320044;;SPANIEN;;
71320051;;SPANIEN;;
71320069;;SPANIEN;;
71320085;GOMECELLO;SPANIEN;41.043208;-5.53745
71330019;TRJARES-CHAMBERI;SPANIEN;;
71330035;BARBADILLO Y CALZADA;SPANIEN;40.93162;-5.879844
71330043;;SPANIEN;;
71330068;;SPANIEN;;
71330084;;SPANIEN;;
71330118;;SPANIEN;;
71330134;CIUDAD RODRIGO;SPANIEN;40.599401;-6.530716
71330159;;SPANIEN;;
71330167;FUENTES DE ONORO;SPANIEN;40.588804;-6.815023
71340026;;SPANIEN;;
71340059;;SPANIEN;;
71340075;CRESPOS;SPANIEN;40.870786;-4.970158
71340109;PENARANDA DE BRACAMO;SPANIEN;40.899597;-5.203182
71340117;;SPANIEN;;
71340125;BABILAFUENTE (APT-CGD);SPANIEN;;
71343525;LECELLES;SPANIEN;50.476531;3.396423
71350017;LEGANES;SPANIEN;40.331951;-3.768655
71350025;FUENLABRADA;SPANIEN;40.290206;-3.803548
71350041;;SPANIEN;;
71350058;ILLESCAS;SPANIEN;40.126281;-3.84899
71350074;;SPANIEN;;
71350082;VILLAVERDE-ORCASITAS;SPANIEN;40.422881;-3.691165
71351007;;SPANIEN;;
71351023;;SPANIEN;;
71351031;;SPANIEN;;
71351056;TORRIJOS;SPANIEN;39.983312;-4.281146
71351072;;SPANIEN;;
71351098;;SPANIEN;;
71352005;TALAVERA DE LA REINA;SPANIEN;39.962884;-4.830454
71352013;;SPANIEN;;
71352039;;SPANIEN;;
71352062;NAVALMORAL DE LA MAT;SPANIEN;39.893564;-5.532962
71352070;;SPANIEN;;
71352096;;SPANIEN;;
71353011;MIRABEL;SPANIEN;39.854766;-6.251172
71353037;CANAVERAL;SPANIEN;39.791257;-6.393096
71353045;;SPANIEN;;
71353052;;SPANIEN;;
71354001;CACERES;SPANIEN;39.475277;-6.372425
71354019;ALDEA MORET;SPANIEN;39.450945;-6.393387
71354027;ARROYO DE MALPARTIDA;SPANIEN;40.386075;-4.14517
71354043;;SPANIEN;;
71354050;SAN VICENTE DE ALCAN;SPANIEN;42.961646;-8.758457
71354068;VALENCIA DE ALCANTAR;SPANIEN;39.412504;-7.242901
71354076;VALENCIA DE ALC. FR.;SPANIEN;39.469908;-0.376288
71355016;;SPANIEN;;
71355024;CAMPAMENTO;SPANIEN;36.174835;-5.375014
71356071;;SPANIEN;;
71359067;DOURGES DELTA 3;SPANIEN;;
71360024;;SPANIEN;;
71370015;VILLAVERDE ALTO;SPANIEN;40.34163;-3.712478
71370023;GETAFE-CENTRO;SPANIEN;40.310096;-3.733942
71370031;;SPANIEN;;
71370049;;SPANIEN;;
71370064;;SPANIEN;;
71370072;;SPANIEN;;
71370080;VILLASECA Y MOCEJON;SPANIEN;39.962335;-3.927069
71371005;ALGODOR;SPANIEN;39.912957;-3.863528
71371013;;SPANIEN;;
71371047;;SPANIEN;;
71371062;;SPANIEN;;
71371070;;SPANIEN;;
71371104;;SPANIEN;;
71372003;CIUDAD REAL-CENTRAL;SPANIEN;39.265649;-4.126109
71372027;;SPANIEN;;
71372029;CANADA DE CALATRAVA;SPANIEN;38.854425;-4.0207
71372037;;SPANIEN;;
71372045;;SPANIEN;;
71372052;;SPANIEN;;
71373001;PUERTOLLANO;SPANIEN;38.688446;-4.107888
71373019;LA NOVA DE PUERTOLL;SPANIEN;;
71373027;;SPANIEN;;
71373035;;SPANIEN;;
71373050;;SPANIEN;;
71373084;;SPANIEN;;
71373092;;SPANIEN;;
71373118;CABEZA DEL BUEY;SPANIEN;38.722634;-5.218838
71373159;PUERTOLLANO REFINER;SPANIEN;38.688446;-4.107888
71373167;LA NAVA P.(CONT)PUER;SPANIEN;37.963169;-6.744716
71374009;;SPANIEN;;
71374025;CASTUERA;SPANIEN;38.721898;-5.546433
71374041;;SPANIEN;;
71374058;;SPANIEN;;
71374066;VILLANUEVA DE LA SER;SPANIEN;38.322247;-4.628506
71374074;DON BENITO;SPANIEN;38.954463;-5.861898
71374082;;SPANIEN;;
71374108;GUARENA;SPANIEN;38.858567;-6.101022
71374116;;SPANIEN;;
71375006;MERIDA;SPANIEN;38.919144;-6.340806
71375014;MERIDA (E.C.);SPANIEN;38.919144;-6.340806
71375022;MERIDA(CONTENEDORES);SPANIEN;38.919144;-6.340806
71376004;;SPANIEN;;
71376012;;SPANIEN;;
71376038;MONTIJO;SPANIEN;38.908919;-6.61721
71376046;GUADIANA D.CAUDILLO;SPANIEN;38.927801;-6.689209
71376061;BADAJOZ;SPANIEN;38.87945;-6.970654
71400028;CALAMONTE;SPANIEN;38.887627;-6.385112
71400044;ALMENDRALEJO;SPANIEN;38.691458;-6.405842
71400051;;SPANIEN;;
71400069;;SPANIEN;;
71400077;;SPANIEN;;
71401000;ZAFRA;SPANIEN;38.42253;-6.415722
71401034;;SPANIEN;;
71401059;LLERENA (APT.,CGD.);SPANIEN;38.237688;-6.016315
71401075;;SPANIEN;;
71401083;;SPANIEN;;
71401133;;SPANIEN;;
71401158;;SPANIEN;;
71401182;;SPANIEN;;
71401190;;SPANIEN;;
71401208;;SPANIEN;;
71401216;;SPANIEN;;
71410027;;SPANIEN;;
71410035;LLANOS DE LA GRANJA;SPANIEN;43.288343;-5.628167
71410043;JEREZ D LOS CABALL/C;SPANIEN;36.685006;-6.126074
71420034;;SPANIEN;;
71420059;FREGENAL DE LA SIERR;SPANIEN;38.169079;-6.654458
71420067;;SPANIEN;;
71420083;;SPANIEN;;
71420091;;SPANIEN;;
71420125;VALDELAMUSA;SPANIEN;40.505883;-5.762242
71420158;CALANAS;SPANIEN;37.654802;-6.879334
71420166;;SPANIEN;;
71420174;;SPANIEN;;
71420208;GIBRALEON;SPANIEN;37.374838;-6.969547
71430017;CAMAS;SPANIEN;37.401173;-6.032188
71430033;;SPANIEN;;
71430066;;SPANIEN;;
71430082;;SPANIEN;;
71430090;;SPANIEN;;
71430116;LA PALMA DEL CONDADO;SPANIEN;37.386764;-6.552986
71430132;;SPANIEN;;
71430140;LA VIZCAERIA (CGD);SPANIEN;;
71430165;;SPANIEN;;
71430181;SAN JUAN DEL PUERTO;SPANIEN;37.315797;-6.84314
71430199;HUELVA-TERMINO;SPANIEN;37.427197;-6.484588
71430223;HUELVA PORTO AUTONOM;SPANIEN;37.25776;-6.94361
71430231;HUELVA-MERCANCIAS;SPANIEN;37.261421;-6.944722
71430256;HUELVA(CONTENEDORES);SPANIEN;37.261421;-6.944722
71500017;;SPANIEN;;
71500025;;SPANIEN;;
71500033;;SPANIEN;;
71501007;MANZANARES;SPANIEN;39.003455;-3.376436
71501015;CONSOLACION-VILLANUEVA DE FRAN;SPANIEN;;
71501023;VALDEPENAS;SPANIEN;38.760524;-3.387607
71502005;;SPANIEN;;
71502013;;SPANIEN;;
71502021;ALMURADIEL V.MARQUES;SPANIEN;38.511329;-3.50098
71502039;;SPANIEN;;
71502047;;SPANIEN;;
71502054;;SPANIEN;;
71502062;;SPANIEN;;
71502070;VILCHES;SPANIEN;38.208981;-3.507926
71502096;;SPANIEN;;
71503003;LINARES-BAEZA;SPANIEN;38.007022;-3.686593
71503011;;SPANIEN;;
71503029;;SPANIEN;;
71503037;;SPANIEN;;
71503045;LINARES-BAEZA/CONTEN;SPANIEN;38.09691;-3.63698
71504001;;SPANIEN;;
71504027;;SPANIEN;;
71504035;ANDUJAR;SPANIEN;38.03849;-4.051662
71504043;;SPANIEN;;
71504050;;SPANIEN;;
71504068;;SPANIEN;;
71504076;;SPANIEN;;
71504084;;SPANIEN;;
71504092;PEDRO ABAD;SPANIEN;37.967105;-4.455518
71504100;EL CARPIO DE CORDOBA;SPANIEN;37.941142;-4.496384
71504118;VILLAFRANCA DE CORDOBA;SPANIEN;37.961705;-4.545037
71504126;;SPANIEN;;
71504134;;SPANIEN;;
71504142;;SPANIEN;;
71504159;;SPANIEN;;
71505008;CORDOBA;SPANIEN;37.888175;-4.779384
71505016;CORDOBA EL HIGUERON;SPANIEN;37.868711;-4.820418
71505022;;SPANIEN;;
71505024;;SPANIEN;;
71505032;;SPANIEN;;
71505040;;SPANIEN;;
71505057;;SPANIEN;;
71505065;PALMA DEL RIO;SPANIEN;37.698217;-5.280169
71505073;;SPANIEN;;
71505081;;SPANIEN;;
71505115;CORDOBA-EL HIG.(E.C.);SPANIEN;37.316905;-4.255291
71505123;CORDOBA-MERCANCIAS;SPANIEN;37.888175;-4.779384
71505131;EL HIGUERON/CON/CORD;SPANIEN;37.868711;-4.820077
71506006;LORA DEL RIO;SPANIEN;37.655635;-5.52761
71506022;GUADOJOZ;SPANIEN;37.580548;-5.670118
71507004;LOS ROSALES;SPANIEN;37.590837;-5.731957
71507020;;SPANIEN;;
71507038;;SPANIEN;;
71507095;SEVILLA-MAJARABIQUE;SPANIEN;37.419967;-5.988594
71508002;SAN JERONIMO;SPANIEN;28.49171;-16.409878
71508010;;SPANIEN;;
71508028;;SPANIEN;;
71508036;SEVILLA-PUERTO;SPANIEN;37.389092;-5.984459
71508044;;SPANIEN;;
71510024;;SPANIEN;;
71510032;SEVILLA STA JUSTA;SPANIEN;37.396071;-5.976717
71510040;;SPANIEN;;
71510057;SEVILLA-LA NEGRILLA;SPANIEN;37.381058;-5.960307
71510065;ALCALA DE GUAD.P.D.;SPANIEN;37.339677;-5.841805
71510073;;SPANIEN;;
71510081;SEVILLA-LA-NEGRILLA;SPANIEN;37.388797;-5.981202
71511006;;SPANIEN;;
71511014;;SPANIEN;;
71511022;;SPANIEN;;
71511030;;SPANIEN;;
71511048;;SPANIEN;;
71511063;;SPANIEN;;
71511071;SEVILLA-PUERTO;SPANIEN;37.389092;-5.984459
71512004;UTRERA;SPANIEN;37.184813;-5.779515
71512012;;SPANIEN;;
71512020;;SPANIEN;;
71512038;LEBRIJA;SPANIEN;36.919789;-6.075862
71512046;;SPANIEN;;
71512053;;SPANIEN;;
71512061;;SPANIEN;;
71512079;JEREZ DE LA FRONTERA-MERCANCIAS;SPANIEN;36.685006;-6.126074
71513002;JEREZ DE LA FRONTERA;SPANIEN;36.685006;-6.126074
71513010;;SPANIEN;;
71513044;AZUCARERA DEL GUADALETE (CGD);SPANIEN;;
71513051;JEREZ DE LA FRONT/CONT;SPANIEN;36.685006;-6.126074
71513069;;SPANIEN;;
71514000;PUERTO DE SANTA MARI;SPANIEN;42.397631;1.839463
71514018;;SPANIEN;;
71514026;SAN FERNANDO D CADIZ;SPANIEN;36.471865;-6.196595
71514059;CADIZ;SPANIEN;36.527061;-6.288596
71514083;;SPANIEN;;
71514109;;SPANIEN;;
71514117;CADIZ-PUERTO;SPANIEN;36.527061;-6.288596
71514125;CADIZ-PUERTO/CONTENE;SPANIEN;36.527061;-6.288596
71514133;PUERTO DE STA. MARIA;SPANIEN;36.598837;-6.23078
71515023;JEDULA;SPANIEN;36.72512;-5.928603
71540021;ELECTROMECANCIA;SPANIEN;;
71541003;VALCHILLON;SPANIEN;37.821487;-4.851149
71541011;;SPANIEN;;
71541029;;SPANIEN;;
71541037;;SPANIEN;;
71541045;;SPANIEN;;
71541052;MONTILLA;SPANIEN;37.587724;-4.637287
71541060;AGUILAR DE LA FRONT.;SPANIEN;42.793191;-4.262214
71541078;;SPANIEN;;
71542001;;SPANIEN;;
71542019;PUENTE GENIL;SPANIEN;37.379999;-4.82263
71542027;;SPANIEN;;
71543009;LA RODA DE ANDALUCIA;SPANIEN;37.201339;-4.778638
71543017;;SPANIEN;;
71544007;BOBADILLA;SPANIEN;37.041714;-4.696234
71544023;;SPANIEN;;
71544031;;SPANIEN;;
71544049;;SPANIEN;;
71544056;;SPANIEN;;
71544064;;SPANIEN;;
71544072;;SPANIEN;;
71544080;;SPANIEN;;
71544106;;SPANIEN;;
71544114;;SPANIEN;;
71544122;MALAGA-LOS PRADOS;SPANIEN;36.699998;-4.476566
71544130;MALAGA;SPANIEN;36.721261;-4.421266
71544148;MALAGA-PUERTO;SPANIEN;36.706794;-4.422067
71544155;;SPANIEN;;
71544163;MALAGA(CONTENEDORES);SPANIEN;36.721261;-4.421266
71544171;LOS PRADOS(CONTENED);SPANIEN;;
71550012;;SPANIEN;;
71550038;ALMARGEN-CAN.LA REAL;SPANIEN;37.001755;-5.022797
71550053;;SPANIEN;;
71550079;RONDA;SPANIEN;36.746209;-5.161225
71550087;;SPANIEN;;
71550095;;SPANIEN;;
71550103;;SPANIEN;;
71550111;;SPANIEN;;
71550129;;SPANIEN;;
71550137;;SPANIEN;;
71550152;;SPANIEN;;
71550178;ALMORAIMA (APT);SPANIEN;;
71550186;SAN ROQUE-LA LINEA;SPANIEN;36.168894;-5.35038
71550194;;SPANIEN;;
71550202;ALGECIRAS;SPANIEN;36.140759;-5.456233
71550210;ALGECIRAS-PUERTO/CGD;SPANIEN;36.140759;-5.456233
71550236;;SPANIEN;;
71550244;ALGECIRAS-CONTENEDOR;SPANIEN;36.140759;-5.456233
71550251;ALGECIRAS-PUERT/CONT;SPANIEN;36.12913;-5.454539
71550269;SAN ROQUE-LA L./CONT;SPANIEN;36.197106;-5.431456
71560029;;SPANIEN;;
71560045;JODAR-UBEDA;SPANIEN;38.010187;-3.385887
71560052;;SPANIEN;;
71560078;;SPANIEN;;
71560080;;SPANIEN;;
71560086;;SPANIEN;;
71560094;;SPANIEN;;
71560110;;SPANIEN;;
71560128;;SPANIEN;;
71561001;;SPANIEN;;
71561019;;SPANIEN;;
71561027;;SPANIEN;;
71561035;;SPANIEN;;
71562009;GUADIX;SPANIEN;37.301135;-3.140326
71562017;;SPANIEN;;
71563007;;SPANIEN;;
71563015;;SPANIEN;;
71563023;;SPANIEN;;
71563031;;SPANIEN;;
71563049;;SPANIEN;;
71563056;;SPANIEN;;
71563064;;SPANIEN;;
71563072;;SPANIEN;;
71563080;GADOR;SPANIEN;36.952911;-2.49195
71563098;;SPANIEN;;
71563106;;SPANIEN;;
71563122;ALMERIA;SPANIEN;36.834047;-2.463714
71563130;;SPANIEN;;
71570028;;SPANIEN;;
71570036;;SPANIEN;;
71570044;;SPANIEN;;
71570069;ALBOLOTE;SPANIEN;37.228323;-3.654358
71581017;MINAS DEL MARQUESADO;SPANIEN;41.381091;2.190257
71600007;;SPANIEN;;
71600049;MADRID-SANTA CATALIN;SPANIEN;40.373705;-3.677132
71600056;;SPANIEN;;
71600059;;SPANIEN;;
71600999;;SPANIEN;;
71601005;VILLAVERDE BAJO;SPANIEN;40.352697;-3.684081
71601013;SAN CRISTOBAL D.L.A.;SPANIEN;43.545718;-6.418141
71601021;GETAFE-INDUSTRIAL;SPANIEN;40.305477;-3.707694
71601039;PINTO;SPANIEN;;
71601047;VALDEMORO;SPANIEN;40.19124;-3.674018
71601054;CIEMPOZUELOS;SPANIEN;40.160007;-3.609962
71601062;;SPANIEN;;
71601088;EL SALOBRAL;SPANIEN;40.611814;-4.810272
71601096;EL SALOBRAL CONTENEDORES¤;SPANIEN;;
71601120;EL SALOBRAL;SPANIEN;40.611814;-4.810272
71602003;ARANJUEZ;SPANIEN;40.030502;-3.604053
71602011;;SPANIEN;;
71602029;CASTILLEJO-ANOVER;SPANIEN;39.949634;-3.738774
71602037;;SPANIEN;;
71602045;;SPANIEN;;
71602060;;SPANIEN;;
71602078;;SPANIEN;;
71603001;VILLACANAS;SPANIEN;39.624728;-3.337324
71603019;;SPANIEN;;
71603027;ALCAZAR S.J.MERC.;SPANIEN;39.389951;-3.210394
71604009;ALCAZAR DE SAN JUAN;SPANIEN;39.390075;-3.210098
71604017;ALCAZAR S.J.(E.C.);SPANIEN;42.155307;-8.474987
71604025;CAMPO DE CRIPTANA;SPANIEN;39.401989;-3.126338
71604041;;SPANIEN;;
71604066;SOCUELLAMOS;SPANIEN;39.302156;-2.837975
71605006;VILLARROBLEDO;SPANIEN;39.2648;-2.583674
71605030;;SPANIEN;;
71605055;LA RODA DE ALBACETE;SPANIEN;39.193112;-2.147591
71605071;LA GINETA;SPANIEN;39.113278;-1.996106
71606004;ALBACETE;SPANIEN;38.994349;-1.858542
71606012;;SPANIEN;;
71606020;ALBACETE-CARGAS;SPANIEN;38.994349;-1.858542
71607002;CHINCHILLA;SPANIEN;38.919531;-1.725294
71607028;;SPANIEN;;
71607051;;SPANIEN;;
71608000;ALMANSA;SPANIEN;38.870279;-1.099337
71609008;LA ENCINA;SPANIEN;38.7551;-0.943899
71609016;CAUDETE;SPANIEN;38.705165;-0.988042
71609024;VILLENA;SPANIEN;38.63182;-0.861221
71609040;WERK PADERBORN;SPANIEN;51.718921;8.757509
71609057;ELDA-PETREL;SPANIEN;38.476507;-0.79646
71609065;;SPANIEN;;
71609073;NOVELDA-ASPE;SPANIEN;38.358087;-0.772635
71609081;;SPANIEN;;
71609099;WERK DUISBURG;SPANIEN;51.434408;6.762329
71609107;;SPANIEN;;
71609115;ALACANT-TERMINAL;SPANIEN;38.28714;-0.551815
71609123;VILLENA (E.C.);SPANIEN;38.63182;-0.861221
71610014;;SPANIEN;;
71610022;;SPANIEN;;
71610030;;SPANIEN;;
71610048;;SPANIEN;;
71610055;HELLIN;SPANIEN;38.50689;-1.69794
71610063;;SPANIEN;;
71610071;;SPANIEN;;
71610089;;SPANIEN;;
71610097;CALASPARRA;SPANIEN;38.229151;-1.701586
71610113;;SPANIEN;;
71610121;CIEZA;SPANIEN;38.242091;-1.421727
71610139;BLANCA-ABARAN;SPANIEN;38.206675;-1.394015
71610154;ARCHENA-FORTUNA;SPANIEN;38.0972;-1.23261
71610170;;SPANIEN;;
71610204;BLANCA-ABARAN(CONTENEDORES);SPANIEN;38.178061;-1.369834
71610212;;SPANIEN;;
71611004;ALCANTARILLA;SPANIEN;37.969517;-1.219342
71611012;MURCIA-MERCANCIAS;SPANIEN;37.981962;-1.126615
71612002;MURCIA DEL CARMEN;SPANIEN;37.994395;-1.273605
71612010;;SPANIEN;;
71612028;;SPANIEN;;
71612044;MURCIA CONTENEDORES;SPANIEN;37.985201;-1.124178
71613000;LOS RAMOS-ALQUERIAS;SPANIEN;37.997073;-1.02745
71613018;;SPANIEN;;
71613026;;SPANIEN;;
71613034;BALSICAS-SAN JAVIER;SPANIEN;37.837952;-0.985918
71613042;;SPANIEN;;
71613059;;SPANIEN;;
71613075;CARTAGENA;SPANIEN;37.625683;-0.996584
71613083;CARTAGENA-PUERTO;SPANIEN;37.625683;-0.996584
71613091;CARTAGENA(CONTENED.);SPANIEN;37.625683;-0.996584
71614016;ESCOMBRERAS;SPANIEN;37.577761;-0.916676
71620013;;SPANIEN;;
71620021;ORIHUELA;SPANIEN;38.085553;-0.948005
71620039;CALLOSA DE SEG (A-C);SPANIEN;38.126939;-0.873298
71621003;;SPANIEN;;
71621011;;SPANIEN;;
71621045;;SPANIEN;;
71621052;ALICANTE-BENALUA;SPANIEN;38.340544;-0.498617
71621060;ALICANTE-BENALU/CONT;SPANIEN;38.345996;-0.490686
71621078;;SPANIEN;;
71621086;ELCHE MERCANCIAS;SPANIEN;38.269933;-0.712561
71621094;;SPANIEN;;
71622043;;SPANIEN;;
71630020;;SPANIEN;;
71630038;;SPANIEN;;
71640011;;SPANIEN;;
71640029;;SPANIEN;;
71640037;;SPANIEN;;
71640045;;SPANIEN;;
71640052;;SPANIEN;;
71640060;;SPANIEN;;
71641001;XATIVA;SPANIEN;38.997529;-0.52042
71641019;;SPANIEN;;
71641027;LA POBLA LLARGA;SPANIEN;39.085084;-0.475599
71641035;CARCAIXENT;SPANIEN;39.120175;-0.45435
71641043;ALZIRA;SPANIEN;39.151185;-0.433364
71641050;ALGEMESI;SPANIEN;39.192569;-0.43373
71641076;BENIFAYO;SPANIEN;39.288653;-0.440804
71641084;FORD (FACTORIA);SPANIEN;39.315297;-0.418133
71642009;SILLA;SPANIEN;39.362592;-0.412015
71642017;;SPANIEN;;
71642033;;SPANIEN;;
71642041;SILLA-VALEN.(CONT.);SPANIEN;39.368519;-0.39991
71650002;;SPANIEN;;
71650010;;SPANIEN;;
71650028;;SPANIEN;;
71650036;;SPANIEN;;
71650069;MASALFASAR-ALBUIXECH;SPANIEN;39.561524;-0.335539
71650085;;SPANIEN;;
71650093;GRAO DE VALENCIA;SPANIEN;40.143858;-1.899174
71650101;VALENCIA-PUERTO;SPANIEN;39.65457;-0.22613
71650119;GRAO DE VALEBCIA/CONT;SPANIEN;39.940758;-2.227201
71650127;VALENCIA-PUERTO CONT;SPANIEN;39.469908;-0.376288
71650135;VALENCIA F.S.L.;SPANIEN;39.469908;-0.376288
71650192;VALENCIA PTO. PPE. FELIPE MUELLE SUR¤;SPANIEN;39.469908;-0.376288
71651000;;SPANIEN;;
71652008;SAGUNT;SPANIEN;39.679863;-0.278439
71652016;;SPANIEN;;
71652024;;SPANIEN;;
71652040;;SPANIEN;;
71652057;MONCOFAR;SPANIEN;39.808826;-0.147057
71652065;NULES-VILLAVIEJA;SPANIEN;39.822822;-0.216024
71652073;BURRIANA-ALQUERIAS;SPANIEN;39.897153;-0.109116
71652081;VILA-REAL;SPANIEN;39.939771;-0.100593
71652099;ALMASSORA;SPANIEN;39.947843;-0.062999
71652107;ALTOS HORNOS DEL DED;SPANIEN;43.303373;-2.984923
71652115;VILA-REAL(CONT);SPANIEN;39.939771;-0.100593
71652123;SAGUNT-CARGAS;SPANIEN;39.670392;-0.270747
71653006;CASTELLO DE LA PLANA;SPANIEN;39.986356;-0.051325
71653014;;SPANIEN;;
71653017;;SPANIEN;;
71653022;BENICASIM;SPANIEN;40.055385;0.06415
71653048;;SPANIEN;;
71653055;;SPANIEN;;
71653063;;SPANIEN;;
71653071;ALCOSEBRE (APT);SPANIEN;;
71653089;;SPANIEN;;
71653097;;SPANIEN;;
71653105;;SPANIEN;;
71653113;BENICARLO;SPANIEN;40.412649;0.424301
71653121;VINAROZ;SPANIEN;40.467986;0.47473
71653139;;SPANIEN;;
71653147;;SPANIEN;;
71653154;;SPANIEN;;
71653162;;SPANIEN;;
71653170;;SPANIEN;;
71654004;TORTOSA;SPANIEN;40.812578;0.521442
71654012;;SPANIEN;;
71654020;;SPANIEN;;
71654038;;SPANIEN;;
71654046;;SPANIEN;;
71654053;;SPANIEN;;
71654061;VANDELLOS;SPANIEN;41.019496;0.831619
71654079;;SPANIEN;;
71654087;;SPANIEN;;
71654095;CAMBRILS;SPANIEN;41.066675;1.060361
